case_id,sanctioned_state,sanctioning_state,begin,end,trade,descr_trade,arms,military,financial,travel,other,target_mult,sender_mult,objective,success
273,Cuba,United States,1982,2015,0,,0,0,1,1,0,0,0,destab_regime,failed
274,EEC,Argentina,1982,1982,1,imp_compl,0,0,0,0,0,1,0,policy_change,success_total
275,France,United States,1982,1982,0,,0,0,0,0,1,0,0,policy_change,failed
276,Israel,United Kingdom,1982,1994,0,,1,0,0,0,0,0,0,end_war,failed
277,Libya,United States,1982,2004,1,"exp_part, imp_part",0,0,0,0,0,0,0,destab_regime,failed
278,Nicaragua,United States,1982,1990,0,,1,1,0,0,0,0,0,destab_regime,success_total
279,Poland,Belgium,1982,1984,0,,0,0,1,1,0,0,0,"democracy,human_rights","success_total,success_total"
280,Poland,"EEC, Canada",1982,1984,0,,0,0,1,1,0,0,1,"democracy,human_rights","success_total,success_total"
281,Poland,Germany,1982,1984,0,,0,0,1,1,0,0,0,"democracy,human_rights","success_total,success_total"
282,Poland,Japan,1982,1984,0,,0,0,1,1,1,0,0,"democracy,human_rights","success_total,success_part"
283,Poland,United Kingdom,1982,1984,0,,0,0,1,1,0,0,0,"democracy,human_rights","success_total,success_part"
284,Poland,United States,1982,1984,0,,0,0,0,0,1,0,0,"democracy,human_rights","success_total,success_part"
285,Poland,United States,1982,1987,1,imp_part,0,0,0,0,0,0,0,"democracy,human_rights","success_total,success_part"
286,Suriname,Netherlands,1982,1988,0,,0,0,1,0,0,0,0,"democracy,human_rights","success_total,success_total"
287,Suriname,United States,1982,1988,0,,0,0,1,0,0,0,0,"democracy,human_rights","success_total,success_total"
288,United Kingdom,Argentina,1982,1983,0,,0,0,1,0,0,0,0,territorial_conflict,failed
289,United Kingdom,Argentina,1982,1989,1,imp_compl,0,0,0,0,0,0,0,territorial_conflict,failed
290,France,Australia,1983,1986,1,exp_part,0,0,0,0,0,0,0,prevent_war,failed
291,Grenada,Organization of Eastern Carribean States,1983,1983,1,"exp_compl, imp_compl",0,0,0,1,1,0,1,democracy,success_total
292,"Korea, North",Japan,1983,1984,0,,0,0,0,1,1,0,0,"destab_regime,terrorism,prevent_war","failed,failed,failed"
293,Lesotho,South Africa,1983,1984,1,"exp_compl, imp_compl",1,0,0,0,0,0,0,policy_change,nego_settlement
294,Nicaragua,United States,1983,1985,1,imp_part,0,0,0,0,0,0,0,policy_change,failed
295,Zimbabwe,United States,1983,1987,0,,0,0,1,0,0,0,0,policy_change,nego_settlement
296,France,Australia,1984,1986,1,exp_part,0,0,0,0,0,0,0,prevent_war,failed
297,Iran,United States,1984,2016,1,exp_part,1,0,1,0,0,0,0,"terrorism,human_rights","failed,failed"
298,Lebanon,United States,1984,1992,0,,1,1,1,0,0,0,0,end_war,success_total
299,Libya,United Kingdom,1984,1999,0,,0,0,0,0,1,0,0,other,failed
300,South Africa,UN,1984,1994,0,,1,0,0,0,0,0,1,"policy_change,prevent_war","success_total,success_total"
301,Bulgaria,Turkey,1985,1992,0,,0,0,0,0,1,0,0,human_rights,success_total
302,France,United States,1985,1985,1,imp_part,0,0,0,0,0,0,0,policy_change,failed
303,Lebanon,United States,1985,1997,0,,0,0,0,1,0,0,0,other,success_total
304,Nicaragua,United States,1985,1990,1,"exp_compl, imp_compl",0,0,0,0,1,0,0,destab_regime,success_total
305,South Africa,Australia,1985,1994,1,"exp_part, imp_part",1,0,1,0,0,0,0,policy_change,success_total
306,South Africa,Commonwealth,1985,1994,1,"exp_part, imp_part",0,1,1,0,1,0,1,policy_change,success_total
307,South Africa,"Denmark, Finland, Iceland, Norway, Sweden",1985,1994,1,"exp_part, imp_part",1,0,1,0,0,0,1,policy_change,success_total
308,South Africa,EEC,1985,1992,1,imp_part,0,0,0,0,0,0,1,"policy_change,prevent_war","success_part,success_total"
309,South Africa,France,1985,1994,0,,0,0,1,0,0,0,0,human_rights,success_total
310,South Africa,United States,1985,1994,1,"exp_part, imp_part",0,0,0,0,0,0,0,policy_change,success_total
311,Angola,United States,1986,1992,1,imp_part,1,0,1,0,0,0,0,destab_regime,success_part
312,Haiti,United States,1986,1986,0,,0,0,1,0,0,0,0,human_rights,success_part
313,Lesotho,South Africa,1986,1986,1,"exp_compl, imp_compl",0,0,0,1,0,0,0,policy_change,failed
314,Libya,EEC,1986,1992,0,,1,0,0,1,0,0,1,terrorism,ongoing
315,Libya,United States,1986,2004,1,"exp_part, imp_part",0,0,1,0,0,0,0,"terrorism,destab_regime","failed,failed"
316,New Zealand,France,1986,1986,1,imp_part,0,0,0,0,0,0,0,other,success_total
317,South Africa,Denmark,1986,1994,1,"exp_compl, imp_compl",0,0,0,0,0,0,0,policy_change,success_total
318,South Africa,EEC,1986,1994,1,imp_part,0,1,1,0,0,0,1,policy_change,success_total
319,South Africa,France,1986,1994,0,,1,0,0,0,0,0,0,policy_change,success_total
320,South Africa,Japan,1986,1994,1,"exp_part, imp_part",0,0,0,1,1,0,0,policy_change,success_total
321,South Africa,UN,1986,1994,1,exp_part,0,0,0,0,0,0,1,"policy_change,democracy,human_rights","success_total,success_total,success_total"
322,South Africa,United Kingdom,1986,1990,0,,0,0,1,0,0,0,0,policy_change,failed
323,Syria,EEC,1986,1992,0,,1,0,0,0,0,0,1,terrorism,ongoing
324,Syria,United States,1986,1987,1,exp_part,0,0,1,0,1,0,0,terrorism,success_part
325,Turkey,Greece,1986,1999,0,,0,0,1,0,0,0,0,"territorial_conflict,human_rights","success_part,success_part"
326,Chile,United States,1987,1991,0,,0,0,1,0,0,0,0,human_rights,success_total
327,Cyprus,Turkey,1987,2022,0,,0,0,0,0,1,0,0,territorial_conflict,ongoing
328,Cyprus,United States,1987,2020,0,,1,0,0,0,0,0,0,territorial_conflict,failed
329,Fiji,Australia,1987,1988,0,,0,0,1,0,0,0,0,democracy,success_part
330,Fiji,Australia,1987,1992,0,,0,1,0,0,0,0,0,democracy,success_total
331,Fiji,Australia,1987,1987,1,exp_compl,0,0,0,1,1,0,0,policy_change,success_part
332,Fiji,Commonwealth,1987,1997,0,,0,0,0,0,1,0,1,democracy,success_part
333,Fiji,India,1987,1998,1,"exp_compl, imp_compl",0,0,0,0,1,0,0,democracy,success_total
334,Fiji,New Zealand,1987,1987,1,exp_compl,0,0,0,1,1,0,0,policy_change,success_part
335,Fiji,New Zealand,1987,1988,0,,0,0,1,0,0,0,0,democracy,success_part
336,Fiji,New Zealand,1987,1992,0,,0,1,0,0,0,0,0,democracy,success_total
337,Fiji,United States,1987,1992,0,,0,1,0,0,0,0,0,democracy,success_total
338,Fiji,United States,1987,1988,0,,0,0,1,0,1,0,0,democracy,success_part
339,Haiti,United States,1987,1990,0,,0,1,1,0,0,0,0,"human_rights,democracy","success_total,success_total"
340,Iran,United States,1987,1995,1,imp_compl,0,0,0,0,0,0,0,terrorism,failed
341,Panama,United States,1987,1989,1,imp_part,0,1,1,0,0,0,0,"democracy,destab_regime","success_total,success_total"
342,Romania,United States,1987,1996,1,imp_part,0,0,0,0,0,0,0,human_rights,success_total
343,South Africa,"Norway, Sweden",1987,1993,1,"exp_compl, imp_compl",0,0,1,0,0,0,1,policy_change,success_total
344,France,Australia,1988,1996,1,exp_part,0,0,0,0,0,0,0,prevent_war,success_total
345,France,Australia,1988,1995,1,exp_part,0,0,0,0,0,0,0,prevent_war,success_total
346,Myanmar,Japan,1988,1989,0,,0,0,1,0,0,0,0,"human_rights,democracy","success_part,success_total"
347,Myanmar,United States,1988,2016,0,,1,0,1,0,0,0,0,human_rights,success_total
348,Panama,United States,1988,1989,0,,0,0,1,0,0,0,0,destab_regime,success_total
349,Romania,United States,1988,1991,0,,0,0,1,0,0,0,0,human_rights,success_part
350,Somalia,"United Kingdom, France, Italy",1988,1990,0,,0,0,1,0,0,0,1,human_rights,nego_settlement
351,Somalia,United States,1988,1990,0,,0,1,1,0,0,0,0,human_rights,nego_settlement
352,Armenia,Azerbaijan,1989,2022,1,"exp_compl, imp_compl",0,0,0,1,1,0,0,territorial_conflict,ongoing
353,Bulgaria,Turkey,1989,1992,0,,0,0,0,1,0,0,0,human_rights,success_total
354,Bulgaria,United States,1989,1990,0,,0,0,0,0,1,0,0,human_rights,success_total
355,Cambodia,United States,1989,1992,1,"exp_compl, imp_compl",0,0,1,0,0,0,0,"destab_regime,end_war","success_part,success_total"
356,Chile,United States,1989,1989,1,exp_part,0,0,0,0,0,0,0,other,failed
357,China,Australia,1989,1989,0,,0,0,1,0,0,0,0,human_rights,failed
358,China,Canada,1989,1989,0,,0,0,1,0,0,0,0,human_rights,failed
359,China,EEC,1989,1992,0,,1,1,0,1,0,0,1,human_rights,failed
360,China,Germany,1989,1989,0,,0,0,1,0,0,0,0,human_rights,failed
361,China,"Italy, Belgium",1989,1989,0,,0,0,1,0,0,0,1,destab_regime,failed
362,China,Japan,1989,1990,0,,0,0,1,0,0,0,0,democracy,success_part
363,China,United States,1989,2022,0,,1,1,0,0,0,0,0,human_rights,ongoing
364,Myanmar,Germany,1989,2013,0,,0,0,1,0,0,0,0,human_rights,success_part
365,Myanmar,United States,1989,2016,1,imp_part,0,0,0,0,0,0,0,human_rights,success_total
366,Nepal,India,1989,1990,1,"exp_compl, imp_compl",0,0,0,0,0,0,0,policy_change,success_total
367,Panama,United States,1989,1989,0,,0,0,0,0,1,0,0,destab_regime,success_total
368,Sudan,United States,1989,2022,0,,0,0,1,0,0,0,0,democracy,ongoing
369,"Congo, Democratic Republic of the",Belgium,1990,1997,0,,0,0,1,0,0,0,0,"democracy,human_rights","success_part,success_part"
370,"Congo, Democratic Republic of the",United States,1990,1997,0,,0,1,1,0,0,0,0,human_rights,nego_settlement
371,El Salvador,United States,1990,1993,0,,0,1,0,0,0,0,0,"end_war,policy_change","success_total,success_total"
372,"Estonia, Latvia, Lithuania",Soviet Union,1990,1990,1,exp_part,0,0,0,0,0,1,0,policy_change,failed
373,Guatemala,United States,1990,2005,0,,0,1,0,0,1,0,0,human_rights,success_total
374,Iraq,EU,1990,2003,1,exp_part,1,1,1,0,0,0,1,end_war,success_total
375,Iraq,UN,1990,2003,1,"exp_compl, imp_compl",1,1,1,0,1,0,1,end_war,success_total
376,Iraq,United States,1990,2003,0,,0,0,1,0,0,0,0,"terrorism,end_war,prevent_war","success_part,success_total,failed"
377,Kenya,Norway,1990,2002,0,,0,0,1,0,0,0,0,human_rights,success_total
378,Kenya,United States,1990,1993,0,,0,1,1,0,0,0,0,"democracy,human_rights","success_total,success_total"
379,Kuwait,Japan,1990,1991,1,"exp_compl, imp_part",0,0,0,0,0,0,0,end_war,success_total
380,Kuwait,UN,1990,1991,1,"exp_compl, imp_compl",1,1,1,0,0,0,1,end_war,success_total
381,Kuwait,United States,1990,1991,1,"exp_part, imp_part",0,0,1,0,0,0,0,end_war,success_total
382,Lithuania,Soviet Union,1990,1990,1,exp_part,0,0,0,0,0,0,0,"territorial_conflict,policy_change","failed,success_total"
383,Myanmar,United States,1990,2016,1,imp_compl,0,0,0,0,0,0,0,human_rights,success_part
384,Pakistan,United States,1990,2001,0,,1,1,1,0,0,0,0,prevent_war,failed
385,Palestine,Saudi Arabia,1990,1993,0,,0,0,1,0,0,0,0,policy_change,failed
386,Romania,EEC,1990,1990,0,,0,0,1,0,0,0,1,human_rights,success_total
387,Romania,United States,1990,1991,0,,0,0,1,0,0,0,0,human_rights,success_part
388,Soviet Union,Lithuania,1990,1990,1,exp_part,0,0,0,0,0,0,0,"territorial_conflict,policy_change","success_total,failed"
389,Sudan,EU,1990,2005,0,,0,0,1,0,0,0,1,human_rights,failed
390,Sudan,United States,1990,2022,0,,0,1,1,0,0,0,0,human_rights,ongoing
391,Suriname,Netherlands,1990,1991,0,,0,0,1,0,0,0,0,democracy,nego_settlement
392,Suriname,Venezuela,1990,1991,1,"exp_compl, imp_compl",0,0,0,0,1,0,0,"democracy,human_rights","success_part,success_part"
393,Transjordan,Saudi Arabia,1990,1991,1,exp_part,0,0,1,0,1,0,0,policy_change,failed
394,Transjordan,United States,1990,1993,0,,0,1,1,0,0,0,0,policy_change,success_total
395,"Yemen, North","Saudi Arabia, Kuwait",1990,1991,0,,0,0,1,0,0,0,1,policy_change,success_total
396,"Yemen, North",United Kingdom,1990,1990,0,,0,0,1,0,0,0,0,policy_change,success_total
397,"Yemen, North",United States,1990,1991,0,,0,1,1,0,0,0,0,policy_change,success_total
398,Cambodia,Paris Agreement Signatories,1991,1998,0,,1,1,0,0,0,0,1,end_war,success_part
399,"Congo, Democratic Republic of the",Canada,1991,1998,0,,0,0,1,0,0,0,0,human_rights,failed
400,"Congo, Democratic Republic of the",France,1991,1997,0,,0,0,1,0,0,0,0,"democracy,human_rights","success_part,success_part"
401,Haiti,Canada,1991,1994,1,"exp_compl, imp_compl",0,0,0,0,0,0,0,democracy,success_total
402,Haiti,France,1991,1994,0,,0,0,1,0,0,0,0,"human_rights,democracy","success_total,success_total"
403,Haiti,Organization of American States,1991,1994,1,"exp_compl, imp_compl",1,1,1,0,0,0,1,democracy,success_total
404,Haiti,United States,1991,1994,1,"exp_compl, imp_compl",1,1,1,0,0,0,0,democracy,success_total
405,Haiti,Venezuela,1991,1994,1,exp_part,0,0,0,0,0,0,0,democracy,success_total
406,Indonesia,Canada,1991,1991,0,,0,0,1,0,0,0,0,human_rights,nego_settlement
407,Indonesia,Denmark,1991,1991,0,,0,0,1,0,0,0,0,human_rights,nego_settlement
408,Indonesia,Netherlands,1991,1996,0,,0,0,1,0,0,0,0,human_rights,nego_settlement
409,Iraq,UN,1991,2003,1,"exp_compl, imp_compl",1,1,1,0,1,0,1,prevent_war,failed
410,Kenya,Denmark,1991,1993,0,,0,0,1,0,0,0,0,"other,democracy","nego_settlement,success_total"
411,Myanmar,Australia,1991,2018,0,,1,0,1,1,0,0,0,democracy,success_total
412,Myanmar,EEC,1991,1992,0,,1,0,1,0,0,0,1,human_rights,ongoing
413,Soviet Union,EEC,1991,1991,0,,0,0,1,0,0,0,1,policy_change,failed
414,Soviet Union,Japan,1991,1991,0,,0,0,1,0,0,0,0,policy_change,failed
415,Soviet Union,United Kingdom,1991,1991,0,,0,0,1,0,0,0,0,policy_change,failed
416,Soviet Union,United States,1991,1991,0,,0,0,1,0,0,0,0,democracy,success_total
417,Thailand,United States,1991,1992,0,,0,1,1,0,0,0,0,democracy,success_total
418,Turkmenistan,Soviet Union,1991,1991,1,exp_part,0,0,0,0,0,0,0,"human_rights,policy_change","ongoing,ongoing"
419,Yugoslavia,EEC,1991,1992,0,,1,0,1,0,0,1,1,end_war,failed
420,Yugoslavia,UN,1991,1996,0,,1,0,0,0,0,1,1,end_war,success_total
421,Yugoslavia,United States,1991,1996,0,,1,0,1,0,0,1,0,end_war,success_total
422,Yugoslavia,United States,1991,1991,0,,0,0,1,0,0,1,0,human_rights,failed
423,Algeria,EU,1992,1994,1,exp_part,0,0,1,0,0,0,1,"human_rights,democracy,terrorism","success_part,success_part,failed"
424,Algeria,United States,1992,2002,0,,1,1,0,0,0,0,0,"human_rights,democracy,terrorism","success_part,success_part,failed"
425,Armenia,CSCE,1992,1994,0,,1,0,0,0,0,0,1,end_war,ongoing
426,Azerbaijan,CSCE,1992,1994,0,,1,0,0,0,0,0,1,end_war,ongoing
427,Azerbaijan,United States,1992,2002,0,,0,1,1,0,0,0,0,end_war,failed
428,Cambodia,UN,1992,1992,1,"exp_part, imp_part",0,0,0,0,0,0,1,end_war,failed
429,Cameroon,Germany,1992,1993,0,,0,0,1,0,0,0,0,human_rights,failed
430,Cameroon,United States,1992,1998,1,imp_part,0,0,1,0,0,0,0,human_rights,failed
431,China,EU,1992,2022,0,,1,1,0,0,0,0,1,human_rights,ongoing
432,"Congo, Democratic Republic of the",EU,1992,1997,0,,0,0,1,0,0,0,1,"democracy,human_rights","success_part,success_part"
433,"Congo, Democratic Republic of the",Japan,1992,1997,0,,0,0,1,0,0,0,0,democracy,failed
434,Cuba,United States,1992,2022,0,,0,0,1,1,0,0,0,destab_regime,ongoing
435,Equatorial Guinea,EU,1992,1993,0,,0,0,1,0,0,0,1,"democracy,human_rights","nego_settlement,failed"
436,Equatorial Guinea,United States,1992,1997,0,,0,0,1,0,0,0,0,"human_rights,democracy","success_part,success_part"
437,Estonia,Russia,1992,1998,1,"exp_part, imp_part",0,0,0,0,0,0,0,policy_change,success_total
438,Estonia,Russia,1992,1993,1,exp_part,0,0,0,0,0,0,0,policy_change,failed
439,Estonia,Russia,1992,1992,0,,0,0,1,0,0,0,0,policy_change,failed
440,France,China,1992,1994,0,,0,0,0,0,1,0,0,other,success_part
441,Indonesia,United States,1992,1995,0,,0,1,0,0,0,0,0,human_rights,nego_settlement
442,Kenya,Canada,1992,1993,0,,0,0,1,0,0,0,0,"other,democracy","nego_settlement,success_total"
443,Kenya,"France, Germany, United Kingdom",1992,1993,0,,0,0,1,0,0,0,1,"other,democracy","nego_settlement,success_total"
444,Kenya,Japan,1992,1993,0,,0,0,1,0,0,0,0,"other,democracy","nego_settlement,success_total"
445,Latvia,Russia,1992,1998,1,"exp_part, imp_part",0,0,0,0,0,0,0,human_rights,success_total
446,Liberia,ECOWAS,1992,1997,1,imp_part,1,0,1,1,1,0,1,end_war,success_total
447,Liberia,UN,1992,2001,0,,1,0,0,0,0,0,1,end_war,failed
448,Libya,EU,1992,2004,0,,1,0,0,1,0,0,1,terrorism,nego_settlement
449,Libya,UN,1992,2003,1,exp_part,1,1,0,1,1,0,1,policy_change,success_total
450,Lithuania,Russia,1992,1992,1,exp_part,0,0,0,0,0,0,0,other,failed
451,Malawi,Canada,1992,1993,0,,0,0,1,0,0,0,0,democracy,success_total
452,Malawi,"Denmark, France, Germany, Portugal, Italy",1992,1993,0,,0,0,1,0,0,0,1,democracy,success_total
453,Malawi,Japan,1992,1993,0,,0,0,1,0,0,0,0,democracy,success_total
454,Malawi,United Kingdom,1992,1993,0,,0,0,1,0,0,0,0,democracy,success_total
455,Malawi,United States,1992,1993,0,,0,0,1,0,0,0,0,democracy,success_total
456,Myanmar,EU,1992,1996,0,,1,0,1,0,0,0,1,human_rights,failed
457,Nicaragua,United States,1992,1995,0,,0,0,1,0,0,0,0,destab_regime,success_part
458,Peru,Canada,1992,1992,0,,0,0,1,0,1,0,0,democracy,success_total
459,Peru,"Germany, Spain",1992,1993,0,,0,0,1,0,0,0,1,democracy,success_total
460,Peru,Japan,1992,1992,0,,0,0,1,0,0,0,0,democracy,success_total
461,Peru,United States,1992,1994,0,,0,1,1,0,0,0,0,"democracy,human_rights","success_total,success_part"
462,Peru,Venezuela,1992,1992,0,,0,0,0,0,1,0,0,democracy,success_total
463,Somalia,UN,1992,2022,0,,1,0,0,0,0,0,1,"end_war,human_rights","ongoing,ongoing"
464,Sudan,United States,1992,2017,0,,1,0,0,0,0,0,0,"territorial_conflict,end_war","failed,failed"
465,Syria,EU,1992,1994,0,,1,0,0,0,0,0,1,terrorism,nego_settlement
466,Togo,France,1992,1994,0,,0,1,0,0,0,0,0,"democracy,other","failed,failed"
467,Togo,United States,1992,2001,0,,0,1,0,0,0,0,0,"democracy,human_rights","nego_settlement,nego_settlement"
468,Turkmenistan,Russia,1992,1992,1,exp_part,0,0,0,0,0,0,0,"human_rights,policy_change","success_part,success_total"
469,Yugoslavia,EU,1992,2006,0,,1,0,0,0,0,1,1,end_war,success_total
470,Yugoslavia,UN,1992,1996,1,"exp_compl, imp_compl",0,1,1,1,1,1,1,end_war,success_total
471,Angola,UN,1993,2002,1,exp_part,1,1,0,0,0,0,1,end_war,success_total
472,Angola,United States,1993,2003,1,"exp_part, imp_part",1,0,1,0,0,0,0,"human_rights,democracy,end_war","success_part,success_part,success_total"
473,Armenia,Turkey,1993,2022,1,"exp_compl, imp_compl",0,0,0,1,1,0,0,end_war,ongoing
474,Cameroon,France,1993,1993,0,,0,0,1,0,0,0,0,other,success_total
475,China,United States,1993,1994,1,exp_part,0,0,0,0,0,0,0,policy_change,success_total
476,"Congo, Democratic Republic of the",Canada,1993,1997,0,,0,0,0,0,1,0,0,"human_rights,democracy","success_part,success_part"
477,"Congo, Democratic Republic of the",EU,1993,1997,0,,1,0,0,1,0,0,1,"democracy,destab_regime","failed,success_total"
478,"Congo, Democratic Republic of the",United States,1993,1997,0,,1,0,1,1,0,0,0,"destab_regime,democracy","success_total,success_part"
479,Equatorial Guinea,EU,1993,2000,0,,0,0,1,0,0,0,1,"democracy,human_rights","nego_settlement,failed"
480,Estonia,Russia,1993,1993,1,exp_part,0,0,0,0,0,0,0,policy_change,failed
481,France,China,1993,1994,1,imp_part,0,0,0,0,0,0,0,prevent_war,success_part
482,Guatemala,EU,1993,1993,0,,0,0,1,0,0,0,1,democracy,success_total
483,Guatemala,Germany,1993,1993,0,,0,0,1,0,0,0,0,democracy,success_total
484,Guatemala,Japan,1993,1993,0,,0,0,1,0,0,0,0,democracy,success_total
485,Guatemala,United States,1993,1993,0,,0,1,1,0,0,0,0,democracy,success_total
486,Haiti,UN,1993,1994,1,exp_part,1,1,1,0,0,0,1,democracy,success_total
487,Haiti,United States,1993,1994,0,,0,0,1,1,0,0,0,democracy,success_total
488,Libya,UN,1993,2003,1,exp_part,0,0,1,0,0,0,1,policy_change,success_total
489,Nigeria,Canada,1993,1999,0,,0,1,0,0,0,0,0,democracy,success_total
490,Nigeria,EU,1993,1998,0,,0,0,0,1,0,0,1,democracy,success_total
491,Nigeria,EU,1993,1999,0,,0,1,0,0,0,0,1,democracy,success_total
492,Nigeria,United Kingdom,1993,1999,0,,0,1,1,1,0,0,0,democracy,success_total
493,Nigeria,United States,1993,1999,0,,1,1,1,0,1,0,0,democracy,success_total
494,Nigeria,United States,1993,1998,0,,0,0,0,1,0,0,0,democracy,success_part
495,Pakistan,United States,1993,1995,1,exp_part,0,0,0,0,0,0,0,policy_change,success_part
496,Russia,Ukraine,1993,1996,1,imp_part,0,1,0,0,0,0,0,policy_change,nego_settlement
497,Sudan,United States,1993,2020,0,,0,0,1,0,0,0,0,terrorism,success_part
498,Togo,EU,1993,2007,0,,0,0,1,0,0,0,1,"democracy,human_rights","success_total,success_total"
499,Togo,France,1993,2008,0,,0,0,1,0,0,0,0,"human_rights,democracy,end_war","success_total,success_total,success_total"
500,Togo,Germany,1993,2011,0,,0,0,1,0,0,0,0,democracy,success_total
501,Togo,Japan,1993,1996,0,,0,0,1,0,0,0,0,democracy,failed
502,Turkmenistan,Russia,1993,1995,1,imp_part,0,0,0,0,0,0,0,policy_change,nego_settlement
503,Ukraine,Russia,1993,1996,1,exp_part,0,0,0,0,0,0,0,territorial_conflict,nego_settlement
504,Albania,Greece,1994,1994,0,,0,1,1,0,1,0,0,human_rights,success_total
505,Bosnia and Herzegovina,FRY,1994,1995,1,"exp_compl, imp_compl",1,0,0,1,0,0,0,prevent_war,success_total
506,"Gambia, The",EU,1994,1998,0,,0,1,1,0,0,0,1,democracy,success_part
507,"Gambia, The",Japan,1994,1997,0,,0,0,1,0,0,0,0,democracy,success_part
508,"Gambia, The",United Kingdom,1994,1995,0,,0,1,1,1,0,0,0,democracy,nego_settlement
509,"Gambia, The",United States,1994,2002,0,,0,1,1,0,0,0,0,democracy,success_total
510,Haiti,UN,1994,1994,0,,0,0,0,1,1,0,1,democracy,success_total
511,Haiti,United States,1994,1994,0,,0,0,1,0,0,0,0,democracy,success_total
512,Haiti,United States,1994,2022,0,,1,1,0,0,0,0,0,"democracy,policy_change","ongoing,ongoing"
513,Indonesia,United States,1994,1997,0,,1,0,0,0,0,0,0,human_rights,failed
514,Kazakhstan,Russia,1994,1995,1,"exp_part, imp_part",0,0,0,0,0,0,0,other,success_total
515,Macedonia,Greece,1994,1995,1,"exp_compl, imp_compl",0,0,0,0,0,0,0,territorial_conflict,nego_settlement
516,Nigeria,United States,1994,1999,0,,0,0,1,0,0,0,0,other,success_part
517,Rwanda,EU,1994,2000,0,,0,0,1,0,0,0,1,human_rights,nego_settlement
518,Rwanda,UN,1994,1996,0,,1,0,0,0,0,0,1,"end_war,human_rights","success_total,success_part"
519,South Vietnam,United States,1994,1998,0,,0,0,1,0,0,0,0,other,success_total
520,Sudan,"EU, Turkey, Croatia, Macedonia, Montenegro, Iceland, Albania, Serbia, Liechtenstein, Norway, Armenia",1994,2004,0,,1,0,0,0,0,0,1,end_war,failed
521,Taiwan,United States,1994,1995,1,imp_part,0,0,0,0,0,0,0,policy_change,success_part
522,Armenia,OSCE,1995,2022,0,,1,0,0,0,0,0,1,end_war,ongoing
523,Australia,France,1995,1995,0,,0,0,1,0,0,0,0,policy_change,failed
524,Azerbaijan,OSCE,1995,2022,0,,1,0,0,0,0,0,1,end_war,ongoing
525,Burundi,United States,1995,1999,0,,0,0,1,0,0,0,0,end_war,nego_settlement
526,Canada,Spain,1995,1995,0,,0,0,0,1,0,0,0,other,success_part
527,China,Japan,1995,1997,0,,0,0,1,0,0,0,0,policy_change,success_total
528,Ecuador,United States,1995,1995,0,,1,1,0,0,0,0,0,end_war,success_part
529,Ecuador,United States,1995,1998,0,,1,0,0,0,0,0,0,end_war,success_part
530,France,Australia,1995,1996,1,imp_part,0,1,0,0,0,0,0,prevent_war,success_total
531,France,Denmark,1995,1995,1,imp_part,0,0,0,0,0,0,0,policy_change,success_total
532,France,Japan,1995,1995,1,imp_part,0,0,0,0,0,0,0,prevent_war,success_part
533,France,Kiribati,1995,1995,0,,0,0,0,0,1,0,0,prevent_war,success_part
534,France,Nauru,1995,1997,0,,0,0,0,0,1,0,0,prevent_war,success_total
535,France,New Zealand,1995,1996,1,imp_part,0,1,0,0,0,0,0,prevent_war,success_total
536,France,"Norway, Sweden",1995,1995,1,imp_part,0,0,0,0,0,0,1,prevent_war,success_part
537,France,United Kingdom,1995,1996,1,imp_part,0,0,0,0,0,0,0,policy_change,success_total
538,France,United States,1995,1996,1,imp_part,0,0,0,0,0,0,0,policy_change,success_total
539,Iran,United States,1995,2016,1,"exp_compl, imp_compl",0,0,0,0,0,0,0,"prevent_war,terrorism","success_total,failed"
540,Lebanon,Israel,1995,1995,1,"exp_part, imp_part",0,0,0,1,1,0,0,"territorial_conflict,end_war","failed,failed"
541,Nigeria,Commonwealth,1995,1999,0,,0,0,0,0,1,0,1,"democracy,human_rights","success_total,success_part"
542,Nigeria,EU,1995,1999,0,,1,0,1,0,0,0,1,"democracy,human_rights","success_total,success_total"
543,Peru,United States,1995,1995,0,,1,1,0,0,0,0,0,end_war,nego_settlement
544,Peru,United States,1995,1998,0,,1,0,0,0,0,0,0,end_war,success_total
545,Ukraine,Russia,1995,1996,1,imp_part,0,0,0,0,0,0,0,territorial_conflict,nego_settlement
546,Afghanistan,"EU, Cyprus, Malta, Turkey, Croatia, Macedonia, Montenegro, Iceland, Albania, Serbia, Bosnia and Herzegovina, Liechtenstein, Norway, Ukraine, Moldova, Armenia, Georgia, Switzerland",1996,2001,0,,1,1,0,0,0,0,1,"terrorism,end_war","failed,failed"
547,Afghanistan,UN,1996,2000,0,,1,0,0,0,0,0,1,"terrorism,end_war","failed,failed"
548,Afghanistan,United States,1996,2002,0,,1,0,0,0,0,0,0,"terrorism,end_war","failed,success_part"
549,Burundi,Belgium,1996,2005,0,,0,1,0,0,0,0,0,"end_war,democracy,human_rights","success_total,success_total,success_total"
550,Burundi,"Congo, Democratic Republic of the, Eritrea, Ethiopia (excludes Eritrea), Kenya, Rwanda, Tanzania, Uganda, Zambia",1996,1999,1,"exp_compl, imp_compl",1,0,0,0,0,0,1,"democracy,human_rights","nego_settlement,nego_settlement"
551,Burundi,EU,1996,1999,0,,0,0,1,0,0,0,1,end_war,nego_settlement
552,Burundi,France,1996,2005,0,,0,1,0,0,0,0,0,"end_war,democracy,human_rights","success_total,success_total,success_total"
553,Burundi,Organisation of African Unity,1996,1999,1,"exp_compl, imp_compl",0,0,1,0,0,0,1,"democracy,human_rights","nego_settlement,nego_settlement"
